iter	Logloss
136	0.07206628941
137	0.07167043951
138	0.07080076359
139	0.07024848461
140	0.06971459477
141	0.06886592618
142	0.06810809065
143	0.06715871228
144	0.06657253371
145	0.06582739618
146	0.0654870669
147	0.06506757383
148	0.06465128616
149	0.06386837253
150	0.06319251767
151	0.06307413843
152	0.06249441482
153	0.06159332505
154	0.06083289782
155	0.06017818274
156	0.05940693396
157	0.05923179785
158	0.05868461397
159	0.05796019678
160	0.05719208276
161	0.05704412637
162	0.05677980847
163	0.05620943617
164	0.05573540705
165	0.05545306647
166	0.05538316568
167	0.05469302778
168	0.05420047266
169	0.05335792789
170	0.0528384712
171	0.05222897618
172	0.05193576989
173	0.05150053236
174	0.05099486422
175	0.05037537328
176	0.05025264952
177	0.04967725277
178	0.04896469028
179	0.04885239071
180	0.04841937401
181	0.04796327926
182	0.04719493124
183	0.04698200138
184	0.04649409541
185	0.04599608315
186	0.04537486147
187	0.04499452202
188	0.04456992503
189	0.04414378272
190	0.04374334106
191	0.04337866218
192	0.04286461848
193	0.04248790829
194	0.04209744047
195	0.04204922252
196	0.04202438284
197	0.04164914732
198	0.04143376704
199	0.04095901383
200	0.04054574613
201	0.04025682697
202	0.03994669296
203	0.03950442208
204	0.03906307397
205	0.03899638741
206	0.03868153802
207	0.03836570404
208	0.0380906264
209	0.03803114538
210	0.03768273636
211	0.03761234107
212	0.03731154071
213	0.03684874155
214	0.03648995029
215	0.03608387046
216	0.03595242235
217	0.03561904033
218	0.03532685174
219	0.03509043764
220	0.03496734743
221	0.03456394319
222	0.03412290414
223	0.03371236059
224	0.03343911083
225	0.03320133686
226	0.03292124139
227	0.03267019325
228	0.0323275129
229	0.03211461615
230	0.03173168942
231	0.03143968406
232	0.03122651356
233	0.03102151553
234	0.03092010816
235	0.03067261864
236	0.03035696789
237	0.03012604625
238	0.0298361403
239	0.02946290926
240	0.02930140716
241	0.02901420328
242	0.02892428637
243	0.02886665088
244	0.02866823143
245	0.02839569913
246	0.02812167009
247	0.02785198777
248	0.02774127545
249	0.02747955587
250	0.02728610569
251	0.02699145564
252	0.02679424153
253	0.02667244496
254	0.0264552655
255	0.02618599821
256	0.02599137801
257	0.02573437161
258	0.02555192841
259	0.0253869251
260	0.02517267951
261	0.02492072626
262	0.02485187848
263	0.02480546854
264	0.02472852336
265	0.0245630123
266	0.0243667629
267	0.02430369457
268	0.0241548132
269	0.02395119932
270	0.02375400287
271	0.02361153673
272	0.02344384017
273	0.02327819445
274	0.02319074119
275	0.02314318992
276	0.02300352079
277	0.02276247078
278	0.02259164386
279	0.0224127637
280	0.02223512861
281	0.02205060588
282	0.02198009579
283	0.02185570752
284	0.02178385964
285	0.02170668266
286	0.02156794733
287	0.02150437567
288	0.02144136694
289	0.02139160589
290	0.02126223953
291	0.02112573827
292	0.02111367164
293	0.02096904649
294	0.02077351676
295	0.02059205373
296	0.02046401412
297	0.02031971569
298	0.02021309623
299	0.02005431829
300	0.01989394426
301	0.01974041153
302	0.01959297834
303	0.01957230215
304	0.01942194833
305	0.01933133161
306	0.01923724899
307	0.01914514656
308	0.01905394925
309	0.01895707625
310	0.01884781431
311	0.01871894024
312	0.01862735218
313	0.01852356505
314	0.01842735542
315	0.01830284353
316	0.01821273013
317	0.01816458945
318	0.01811147398
319	0.01806579475
320	0.01797657212
321	0.01787737785
322	0.01775610116
323	0.0177216
324	0.01765479644
325	0.0175878825
326	0.0174889123
327	0.01736727357
328	0.0172733223
329	0.01720842388
330	0.01707695921
331	0.01697714461
332	0.01686068597
333	0.01680206259
334	0.01672571235
335	0.01661604422
336	0.01657657049
337	0.01647252727
338	0.01639583817
339	0.0163538456
340	0.01628025373
341	0.01623970712
342	0.01620874913
343	0.01613810107
344	0.01603735707
345	0.0160247231
346	0.01592968901
347	0.01591953525
348	0.01582364021
349	0.0157421728
350	0.01565644807
351	0.01558211446
352	0.01549689637
353	0.01548470502
354	0.01539258383
355	0.01530733594
356	0.01523833253
357	0.01515885967
358	0.0150665409
359	0.01500792746
360	0.01493214788
361	0.01488940804
362	0.01482781878
363	0.01476208148
364	0.01468881854
365	0.01466155273
366	0.01462305917
367	0.01459269833
368	0.01448939906
369	0.01440246017
370	0.01433725269
371	0.01426135611
372	0.01419312645
373	0.01413393683
374	0.01407093803
375	0.01399366061
376	0.0139131535
377	0.01387423498
378	0.01384970656
379	0.01377362344
380	0.01370661016
381	0.01367970418
382	0.01364302856
383	0.01359183479
384	0.01357088928
385	0.01350222252
386	0.01343700069
387	0.01338839752
388	0.01332410508
389	0.01325673527
390	0.01321185187
391	0.01312697596
392	0.01306362947
393	0.01303971918
394	0.01296443961
395	0.01290282055
396	0.01288624936
397	0.01280875228
398	0.01274769174
399	0.01272118975
400	0.01266008726
401	0.01260139876
402	0.01256076826
403	0.01253894965
404	0.01248253164
405	0.0124269172
406	0.01238677016
407	0.01234099269
408	0.01228192669
409	0.0122374252
410	0.01217487344
411	0.01212253284
412	0.01207216581
413	0.01201381948
414	0.01194971248
415	0.01188772475
416	0.01186006157
417	0.01184428621
418	0.01179151071
419	0.01172485616
420	0.011666905
421	0.01165220693
422	0.01159893142
423	0.0115828779
424	0.01156492255
425	0.01150011575
426	0.01146701089
427	0.01144973879
428	0.01140857626
429	0.01139394442
430	0.01133859599
431	0.01129027318
432	0.01124238637
433	0.01118218457
434	0.01113362114
435	0.01108908543
436	0.01104062354
437	0.01100153945
438	0.01094771756
439	0.01091016663
440	0.0108928846
441	0.01087466765
442	0.01084790517
443	0.01079378967
444	0.01077750215
445	0.01073398193
446	0.01070485844
447	0.01065665594
448	0.01064087285
449	0.01059324432
450	0.01055049675
451	0.01049697841
452	0.01045227051
453	0.01041070841
454	0.01037005032
455	0.01035336212
456	0.01034279775
457	0.01029468245
458	0.01024134843
459	0.01023177527
460	0.0101945047
461	0.010160572
462	0.01015516122
463	0.01014512115
464	0.01011218186
465	0.01008298883
466	0.01004629444
467	0.01001714998
468	0.00997469381
469	0.009947047189
470	0.009933983838
471	0.009912740301
472	0.009882986546
473	0.009841656243
474	0.009790322295
475	0.009761872115
476	0.009694792606
477	0.009659848831
478	0.009622101431
479	0.009588734971
480	0.009563565254
481	0.00954899523
482	0.009503857957
483	0.009481979741
484	0.009449484172
485	0.009411074497
486	0.009372599699
487	0.009356717269
488	0.009317702717
489	0.009291135603
490	0.009253342946
491	0.009219701643
492	0.00918249234
493	0.009169541575
494	0.009138001336
495	0.009130297988
496	0.009123203931
497	0.009084088935
498	0.009046248264
499	0.009012739967
