timestamp,open,high,low,close,volume
2025-05-20 20:00:00,0.739335,0.74537,0.736737,0.742881,642459.00244089
2025-05-20 21:00:00,0.743556,0.747762,0.739787,0.746581,759411.31497061
2025-05-20 22:00:00,0.746533,0.74661,0.740056,0.744135,161715.48639509
2025-05-20 23:00:00,0.744135,0.749559,0.743306,0.746065,311120.81137005
2025-05-21 00:00:00,0.745948,0.748558,0.74235,0.74324,610156.27610724
2025-05-21 01:00:00,0.743351,0.746826,0.741464,0.741985,203318.78954782
2025-05-21 02:00:00,0.741984,0.748,0.737363,0.746824,2217054.28577233
2025-05-21 03:00:00,0.746987,0.754362,0.746987,0.752516,348225.46492129
2025-05-21 04:00:00,0.752285,0.760066,0.752279,0.756444,279673.20268538
2025-05-21 05:00:00,0.756353,0.763695,0.756353,0.760871,315186.92261849
2025-05-21 06:00:00,0.761034,0.766078,0.758,0.764611,997847.69168414
2025-05-21 07:00:00,0.764612,0.764661,0.751421,0.753039,2493024.95226245
2025-05-21 08:00:00,0.753532,0.756265,0.751118,0.751118,255936.09216783
2025-05-21 09:00:00,0.751118,0.75128,0.746126,0.746783,90121.60173212
2025-05-21 10:00:00,0.746127,0.75696,0.745657,0.756357,2007457.10899437
2025-05-21 11:00:00,0.756712,0.763527,0.755089,0.755666,203510.81895176
2025-05-21 12:00:00,0.755542,0.758989,0.750235,0.752885,2077651.24277908
2025-05-21 13:00:00,0.752885,0.75872,0.748372,0.756227,280827.43124087
2025-05-21 14:00:00,0.756701,0.768073,0.752992,0.766185,2045815.43173322
2025-05-21 15:00:00,0.766185,0.768236,0.759,0.765711,2251372.74025841
2025-05-21 16:00:00,0.766884,0.784505,0.763297,0.776762,1618164.28965183
2025-05-21 17:00:00,0.777009,0.778427,0.743334,0.748247,3865088.12336926
2025-05-21 18:00:00,0.748825,0.759416,0.746602,0.752144,490763.57702888
2025-05-21 19:00:00,0.751657,0.762061,0.749072,0.762061,235140.5766002
2025-05-21 20:00:00,0.761572,0.763,0.757822,0.761613,136437.82826844
2025-05-21 21:00:00,0.762039,0.763934,0.758246,0.758321,637259.7848227
2025-05-21 22:00:00,0.759492,0.773003,0.759143,0.770666,525491.71165402
2025-05-21 23:00:00,0.770777,0.778277,0.767802,0.769212,279630.38476239
2025-05-22 00:00:00,0.769922,0.77659,0.769302,0.776571,506240.50604156
2025-05-22 01:00:00,0.77659,0.779123,0.770746,0.772479,240852.13492195
2025-05-22 02:00:00,0.772881,0.784058,0.772022,0.780691,494878.1342927
2025-05-22 03:00:00,0.780692,0.79233,0.778862,0.788508,2769122.57953615
2025-05-22 04:00:00,0.788931,0.792574,0.788177,0.792574,626062.54075286
2025-05-22 05:00:00,0.792574,0.794593,0.78213,0.783789,2347183.43074035
2025-05-22 06:00:00,0.783872,0.789518,0.783571,0.78633,522433.27155077
2025-05-22 07:00:00,0.786835,0.795401,0.785374,0.794114,1984984.92974563
2025-05-22 08:00:00,0.794114,0.801658,0.792901,0.799074,424077.25050376
2025-05-22 09:00:00,0.799518,0.81,0.799518,0.802526,311020.84791288
2025-05-22 10:00:00,0.802527,0.803452,0.798409,0.799398,668099.72015337
2025-05-22 11:00:00,0.798793,0.80557,0.796499,0.802511,759846.43649635
2025-05-22 12:00:00,0.802592,0.808654,0.80128,0.804464,277544.58210305
2025-05-22 13:00:00,0.805468,0.805468,0.796571,0.798027,749101.19759279
2025-05-22 14:00:00,0.798023,0.807747,0.797508,0.802683,712955.2960625
2025-05-22 15:00:00,0.802494,0.804745,0.802059,0.803171,945153.93476114
2025-05-22 16:00:00,0.803232,0.808743,0.800517,0.801277,1118088.07016042
2025-05-22 17:00:00,0.802256,0.806315,0.800433,0.804268,130771.11845475
2025-05-22 18:00:00,0.804268,0.807429,0.801481,0.807183,162661.0326573
2025-05-22 19:00:00,0.806037,0.80618,0.8,0.80194,352704.13842501
