timestamp,open,high,low,close,volume
2025-05-20 07:00:00,2545.01,2546.01,2523.87,2533.0,534.02466632
2025-05-20 08:00:00,2533.01,2538.56,2522.53,2534.77,218.47672081
2025-05-20 09:00:00,2533.78,2539.31,2526.91,2527.39,466.51207843
2025-05-20 10:00:00,2527.4,2532.66,2509.93,2516.72,336.89798695
2025-05-20 11:00:00,2516.71,2520.0,2495.16,2514.71,899.40907801
2025-05-20 12:00:00,2514.72,2515.01,2480.35,2484.93,545.47242958
2025-05-20 13:00:00,2484.93,2492.92,2466.67,2476.64,661.70596718
2025-05-20 14:00:00,2476.82,2489.88,2467.76,2470.45,1942.42252208
2025-05-20 15:00:00,2469.53,2492.85,2469.01,2484.09,703.42112606
2025-05-20 16:00:00,2482.88,2490.88,2471.96,2476.1,405.39098874
2025-05-20 17:00:00,2476.1,2508.93,2476.09,2499.09,722.3354974
2025-05-20 18:00:00,2498.73,2504.74,2445.05,2454.88,1599.38518902
2025-05-20 19:00:00,2454.89,2511.33,2450.01,2504.04,4001.30703991
2025-05-20 20:00:00,2502.33,2522.62,2486.37,2514.35,1362.08392392
2025-05-20 21:00:00,2514.35,2525.6,2493.05,2512.34,977.47275366
2025-05-20 22:00:00,2512.34,2516.41,2491.41,2516.33,285.58188857
2025-05-20 23:00:00,2515.99,2539.57,2515.5,2524.81,1076.63754092
2025-05-21 00:00:00,2524.82,2537.44,2521.11,2529.54,630.20992598
2025-05-21 01:00:00,2529.58,2548.39,2527.92,2535.49,1128.28686579
2025-05-21 02:00:00,2535.49,2540.78,2510.81,2539.68,1265.63155335
2025-05-21 03:00:00,2539.36,2554.78,2536.58,2545.29,2991.15767923
2025-05-21 04:00:00,2545.29,2560.0,2536.37,2552.34,425.33983466
2025-05-21 05:00:00,2551.7,2599.98,2550.93,2594.75,1741.93593203
2025-05-21 06:00:00,2594.36,2614.89,2585.0,2600.44,1226.53973066
2025-05-21 07:00:00,2600.44,2601.07,2542.84,2553.12,2125.27888401
2025-05-21 08:00:00,2553.13,2562.48,2537.9,2538.46,1145.07858562
2025-05-21 09:00:00,2539.21,2545.8,2518.18,2525.16,1786.55011116
2025-05-21 10:00:00,2525.16,2532.2,2517.22,2529.37,592.86437643
2025-05-21 11:00:00,2529.38,2556.1,2529.38,2538.32,400.19474338
2025-05-21 12:00:00,2538.32,2549.98,2528.8,2539.68,841.17602077
2025-05-21 13:00:00,2540.67,2558.69,2522.84,2547.16,852.97618426
2025-05-21 14:00:00,2546.75,2581.82,2534.26,2581.82,1833.46310928
2025-05-21 15:00:00,2581.43,2581.43,2544.7,2568.07,3601.4642241
2025-05-21 16:00:00,2567.88,2615.25,2558.22,2587.19,4237.78797808
2025-05-21 17:00:00,2587.2,2596.34,2442.69,2472.52,8569.37136365
2025-05-21 18:00:00,2472.52,2497.34,2461.84,2476.08,2038.28170464
2025-05-21 19:00:00,2476.18,2517.73,2464.25,2513.81,1452.26591337
2025-05-21 20:00:00,2512.44,2512.44,2489.01,2508.95,871.08554028
2025-05-21 21:00:00,2508.95,2520.83,2501.45,2506.35,630.06969653
2025-05-21 22:00:00,2505.86,2541.32,2503.11,2537.71,556.62406052
2025-05-21 23:00:00,2537.43,2599.0,2527.88,2552.1,2086.26503385
2025-05-22 00:00:00,2551.67,2587.61,2545.44,2586.57,764.60097265
2025-05-22 01:00:00,2586.56,2603.0,2563.4,2576.79,1445.91093236
2025-05-22 02:00:00,2575.53,2602.01,2575.53,2595.01,2889.57262679
2025-05-22 03:00:00,2595.0,2646.94,2587.69,2629.12,2739.71674854
2025-05-22 04:00:00,2629.13,2637.41,2615.29,2628.89,1942.60018091
2025-05-22 05:00:00,2628.89,2646.53,2606.66,2606.66,1260.64955615
2025-05-22 06:00:00,2609.98,2622.29,2603.01,2607.99,753.67357178
2025-05-22 07:00:00,2608.0,2637.28,2605.0,2633.0,379.36065444
2025-05-22 08:00:00,2633.0,2681.92,2628.91,2664.51,3260.19172338
