timestamp,open,high,low,close,volume
2025-05-29 21:00:00,106168.6,106474.5,106168.6,106474.5,0.59067126
2025-05-29 22:00:00,106443.9,106452.5,105945.0,105945.1,10.41914455
2025-05-29 23:00:00,105945.0,106056.2,105374.8,105597.7,2.37995812
2025-05-30 00:00:00,105689.0,106105.3,104657.4,104874.7,8.06822874
2025-05-30 01:00:00,104914.0,105862.0,104914.0,105686.5,1.03172456
2025-05-30 02:00:00,105665.9,106152.4,105665.9,106038.1,2.03698325
2025-05-30 03:00:00,106038.1,106152.4,105968.0,106016.5,4.12056764
2025-05-30 04:00:00,106002.8,106125.1,105932.7,106106.4,0.53404422
2025-05-30 05:00:00,106122.1,106268.4,106042.3,106084.6,2.93945608
2025-05-30 06:00:00,106084.5,106085.0,105548.6,105695.1,3.28699669
2025-05-30 07:00:00,105769.1,105811.1,104755.4,104970.4,6.96405129
2025-05-30 08:00:00,105004.5,105346.5,104914.1,105192.2,2.54249409
2025-05-30 09:00:00,105182.7,105651.0,104694.7,105651.0,1.75197508
2025-05-30 10:00:00,105627.9,105899.8,105321.9,105895.2,12.37836757
2025-05-30 11:00:00,105884.4,105967.9,105756.0,105880.8,1.97226685
2025-05-30 12:00:00,105877.8,105968.0,105229.1,105756.0,1.39943762
2025-05-30 13:00:00,105756.1,105912.2,105440.0,105512.6,1.333331
2025-05-30 14:00:00,105579.0,105816.6,105124.0,105381.7,2.70625019
2025-05-30 15:00:00,105367.8,105793.3,105334.0,105550.3,2.79996148
2025-05-30 16:00:00,105550.4,105550.4,103739.7,103906.8,12.12098328
2025-05-30 17:00:00,103975.0,104284.6,103856.2,104177.6,3.55357295
2025-05-30 18:00:00,104238.9,104851.5,104091.8,104851.5,8.10283913
2025-05-30 19:00:00,104875.4,104974.5,104555.7,104615.7,2.73137759
2025-05-30 20:00:00,104633.2,104800.4,104430.1,104604.6,3.94551629
2025-05-30 21:00:00,104600.0,104891.3,104600.0,104649.9,0.65931812
2025-05-30 22:00:00,104644.9,104728.0,104074.7,104074.8,1.03064343
2025-05-30 23:00:00,104071.6,104182.9,103647.9,103957.4,5.61258368
2025-05-31 00:00:00,104003.5,104192.0,103641.0,104000.0,2.76868282
2025-05-31 01:00:00,103975.1,104183.0,103370.1,103370.1,1.7809829
2025-05-31 02:00:00,103440.0,103814.1,103204.9,103253.5,1.94879442
2025-05-31 03:00:00,103253.5,103663.0,103137.3,103663.0,7.74116979
2025-05-31 04:00:00,103663.0,103814.2,103494.2,103814.2,0.58839457
2025-05-31 05:00:00,103810.6,103833.4,103592.3,103592.3,0.978203
2025-05-31 06:00:00,103592.2,103871.0,103560.0,103835.7,0.33446822
2025-05-31 07:00:00,103835.7,103844.6,103646.5,103755.8,1.28590844
2025-05-31 08:00:00,103767.0,103821.9,103600.0,103710.0,0.4206137
2025-05-31 09:00:00,103672.0,103728.4,103495.9,103536.2,4.25088421
2025-05-31 10:00:00,103536.3,103550.5,103332.9,103406.9,2.04515054
2025-05-31 11:00:00,103411.0,103456.0,103344.3,103456.0,1.0594807
2025-05-31 12:00:00,103456.0,104009.0,103456.0,104009.0,0.84895657
2025-05-31 13:00:00,104023.6,104182.9,103987.0,104136.1,0.44135613
2025-05-31 14:00:00,104130.1,104500.0,104130.1,104497.6,3.54999489
2025-05-31 15:00:00,104499.9,104803.6,104466.1,104553.8,2.8947185
2025-05-31 16:00:00,104566.1,104788.3,104493.9,104495.1,0.89803075
2025-05-31 17:00:00,104502.9,104599.9,104328.1,104346.0,1.05671261
2025-05-31 18:00:00,104345.9,104535.6,104345.9,104479.5,1.67434929
2025-05-31 19:00:00,104489.5,104705.0,104489.5,104697.6,0.57113341
2025-05-31 20:00:00,104685.5,104785.7,104529.6,104784.7,0.29965211
2025-05-31 21:00:00,104774.6,104880.4,104705.0,104749.4,2.26758136
2025-05-31 22:00:00,104855.0,104865.5,104621.5,104677.2,2.01184669
2025-05-31 23:00:00,104636.2,104808.9,104516.6,104606.5,1.38733433
2025-06-01 00:00:00,104606.6,104628.6,104374.3,104441.8,0.1010444
2025-06-01 01:00:00,104467.0,104495.0,104078.0,104114.7,0.48381547
2025-06-01 02:00:00,104105.4,104287.0,104000.0,104220.1,0.21686434
2025-06-01 03:00:00,104196.9,104391.0,104054.1,104391.0,0.21730031
2025-06-01 04:00:00,104391.0,104685.3,104390.9,104638.0,0.41464748
2025-06-01 05:00:00,104598.9,104694.3,104495.0,104519.9,0.47119416
2025-06-01 06:00:00,104519.9,104520.0,104287.0,104287.0,0.22999578
2025-06-01 07:00:00,104287.1,104375.6,104287.0,104287.0,0.36937868
2025-06-01 08:00:00,104287.0,104398.6,104287.0,104394.8,0.30725363
2025-06-01 09:00:00,104400.0,104400.0,103771.3,103949.0,17.05928244
2025-06-01 10:00:00,103958.1,104019.4,103820.2,103851.0,0.17410292
2025-06-01 11:00:00,103850.9,104139.6,103850.9,104079.9,0.6964862
2025-06-01 12:00:00,104104.9,104182.9,103811.5,103965.5,1.2638858
2025-06-01 13:00:00,103974.9,104391.0,103956.9,104292.9,0.12530646
2025-06-01 14:00:00,104299.1,104781.7,104299.1,104604.5,4.02416914
2025-06-01 15:00:00,104601.0,104809.0,104559.9,104711.7,1.34488154
2025-06-01 16:00:00,104719.4,105251.0,104663.1,105041.1,2.77303476
2025-06-01 17:00:00,105052.3,105123.9,105019.0,105075.3,0.13223245
2025-06-01 18:00:00,105069.2,105069.2,104345.2,104875.4,7.34827397
2025-06-01 19:00:00,104875.1,105168.0,104844.9,105136.7,10.88585217
2025-06-01 20:00:00,105136.6,105291.0,104915.5,104952.0,14.82629764
2025-06-01 21:00:00,104952.1,105501.3,104944.3,105496.6,1.85452764
2025-06-01 22:00:00,105502.1,105685.5,105440.2,105521.1,0.67361781
2025-06-01 23:00:00,105521.2,105814.4,105482.0,105651.0,0.24249014
2025-06-02 00:00:00,105660.6,105707.8,105500.0,105500.0,0.28538444
2025-06-02 01:00:00,105500.1,105651.0,105371.0,105427.6,0.41732074
